,periodo,comentario,quant_like_coment,feedback_super,nota,quant_comentarios,quant_fotos,supermercado,rua_supermercado,guia_local,cliente_id
598,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,595
599,2 anos atrás,Sem comentário,0.0,Sem feedback,5,3,0,Deirton,"Fausto Pinheiro, 316",Não,596
600,3 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,597
601,4 anos atrás,Sem comentário,0.0,Sem feedback,4,2,0,Deirton,"Fausto Pinheiro, 316",Não,598
602,um ano atrás,Sem comentário,0.0,Sem feedback,4,9,28,Deirton,"Fausto Pinheiro, 316",Sim,599
603,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,600
604,um ano atrás,Sem comentário,0.0,Sem feedback,5,3,0,Deirton,"Fausto Pinheiro, 316",Não,601
605,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,602
606,5 anos atrás,Sem comentário,0.0,Sem feedback,5,7,0,Deirton,"Fausto Pinheiro, 316",Não,603
607,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,604
608,4 anos atrás,Sem comentário,0.0,Sem feedback,5,4,0,Deirton,"Fausto Pinheiro, 316",Sim,605
609,4 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,606
610,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,3,Deirton,"Fausto Pinheiro, 316",Não,607
611,4 anos atrás,Sem comentário,0.0,Sem feedback,3,99,31,Deirton,"Fausto Pinheiro, 316",Sim,608
612,5 anos atrás,Sem comentário,0.0,Sem feedback,5,7,2,Deirton,"Fausto Pinheiro, 316",Não,609
613,2 meses atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,610
614,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,611
615,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,612
616,4 anos atrás,Sem comentário,0.0,Sem feedback,5,12,0,Deirton,"Fausto Pinheiro, 316",Sim,613
617,4 anos atrás,Sem comentário,0.0,Sem feedback,3,0,0,Deirton,"Fausto Pinheiro, 316",Não,614
618,2 anos atrás,Sem comentário,0.0,Sem feedback,3,2,0,Deirton,"Fausto Pinheiro, 316",Não,615
619,4 anos atrás,Sem comentário,0.0,Sem feedback,5,5,0,Deirton,"Fausto Pinheiro, 316",Não,616
620,4 anos atrás,Sem comentário,0.0,Sem feedback,5,4,11,Deirton,"Fausto Pinheiro, 316",Não,617
621,2 anos atrás,Mostrar,0.0,Agradecemos sua ajuda.,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,618
622,2 anos atrás,Sem comentário,0.0,Sem feedback,5,11,0,Deirton,"Fausto Pinheiro, 316",Não,619
623,3 anos atrás,Sem comentário,0.0,Sem feedback,4,15,19,Deirton,"Fausto Pinheiro, 316",Sim,620
624,2 anos atrás,Sem comentário,0.0,Sem feedback,4,3,34,Deirton,"Fausto Pinheiro, 316",Sim,621
625,5 anos atrás,Sem comentário,0.0,Sem feedback,5,3,0,Deirton,"Fausto Pinheiro, 316",Não,622
626,3 anos atrás,Sem comentário,0.0,Sem feedback,5,2,3,Deirton,"Fausto Pinheiro, 316",Não,623
627,2 anos atrás,Sem comentário,0.0,Sem feedback,3,26,0,Deirton,"Fausto Pinheiro, 316",Não,624
628,um ano atrás,Sem comentário,0.0,Sem feedback,4,2,0,Deirton,"Fausto Pinheiro, 316",Sim,625
629,2 anos atrás,Sem comentário,0.0,Sem feedback,5,3,3,Deirton,"Fausto Pinheiro, 316",Não,626
630,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,4,Deirton,"Fausto Pinheiro, 316",Não,627
631,7 meses atrás,Sem comentário,0.0,Sem feedback,5,37,8,Deirton,"Fausto Pinheiro, 316",Sim,628
632,11 meses atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,629
633,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,10,Deirton,"Fausto Pinheiro, 316",Sim,630
634,4 anos atrás,Mostrar,0.0,Agradecemos sua ajuda.,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,631
635,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,632
636,5 anos atrás,Sem comentário,0.0,Sem feedback,4,8,0,Deirton,"Fausto Pinheiro, 316",Sim,633
637,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,634
638,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,635
639,3 anos atrás,Sem comentário,0.0,Sem feedback,5,7,18,Deirton,"Fausto Pinheiro, 316",Não,636
640,um mês atrás,Sem comentário,0.0,Sem feedback,3,0,0,Deirton,"Fausto Pinheiro, 316",Não,637
641,6 anos atrás,Sem comentário,0.0,Sem feedback,1,0,0,Deirton,"Fausto Pinheiro, 316",Não,638
642,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,639
643,um mês atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,640
644,3 anos atrás,Sem comentário,0.0,Sem feedback,5,2,0,Deirton,"Fausto Pinheiro, 316",Não,641
645,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,642
646,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,643
647,2 anos atrás,Mostrar!!!!,0.0,Agradecemos sua ajuda.,5,2,0,Deirton,"Fausto Pinheiro, 316",Não,644
648,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,2,Deirton,"Fausto Pinheiro, 316",Não,645
649,4 anos atrás,Sem comentário,0.0,Sem feedback,4,4,0,Deirton,"Fausto Pinheiro, 316",Não,646
650,3 anos atrás,Sem comentário,0.0,Sem feedback,5,2,0,Deirton,"Fausto Pinheiro, 316",Não,647
651,3 anos atrás,Sem comentário,0.0,Sem feedback,4,3,3,Deirton,"Fausto Pinheiro, 316",Não,648
652,5 anos atrás,Sem comentário,0.0,Sem feedback,4,11,4,Deirton,"Fausto Pinheiro, 316",Sim,649
653,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,650
654,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,12,Deirton,"Fausto Pinheiro, 316",Sim,651
655,3 anos atrás,Sem comentário,0.0,Sem feedback,2,0,0,Deirton,"Fausto Pinheiro, 316",Não,652
656,6 anos atrás,Principal,0.0,Agradecemos sua ajuda.,5,53,253,Deirton,"Fausto Pinheiro, 316",Sim,653
657,2 meses atrás,Sem comentário,0.0,Sem feedback,5,0,4,Deirton,"Fausto Pinheiro, 316",Não,654
658,4 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,655
659,um ano atrás,Sem comentário,0.0,Sem feedback,5,3,0,Deirton,"Fausto Pinheiro, 316",Não,656
660,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,657
661,6 anos atrás,Sem comentário,0.0,Sem feedback,5,20,81,Deirton,"Fausto Pinheiro, 316",Sim,658
662,4 anos atrás,Sem comentário,0.0,Sem feedback,5,2,2,Deirton,"Fausto Pinheiro, 316",Não,659
663,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,660
664,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,661
665,um ano atrás,Sem comentário,0.0,Sem feedback,4,2,0,Deirton,"Fausto Pinheiro, 316",Não,662
666,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,663
667,6 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,664
668,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,665
669,5 anos atrás,Sem comentário,0.0,Sem feedback,3,2,0,Deirton,"Fausto Pinheiro, 316",Não,666
670,4 anos atrás,Sem comentário,0.0,Sem feedback,4,10,45,Deirton,"Fausto Pinheiro, 316",Sim,667
671,5 anos atrás,Sem comentário,0.0,Sem feedback,3,12,0,Deirton,"Fausto Pinheiro, 316",Não,668
672,5 anos atrás,Sem comentário,0.0,Sem feedback,4,3,46,Deirton,"Fausto Pinheiro, 316",Sim,669
673,3 anos atrás,Sem comentário,0.0,Sem feedback,4,7,0,Deirton,"Fausto Pinheiro, 316",Não,670
674,3 anos atrás,Sem comentário,0.0,Sem feedback,5,26,55,Deirton,"Fausto Pinheiro, 316",Sim,671
675,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,672
676,2 anos atrás,Sem comentário,0.0,Sem feedback,5,2,0,Deirton,"Fausto Pinheiro, 316",Não,673
677,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,674
678,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,675
679,8 meses atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,676
680,um ano atrás,Sem comentário,0.0,Sem feedback,3,0,0,Deirton,"Fausto Pinheiro, 316",Não,677
681,3 anos atrás,Sem comentário,0.0,Sem feedback,5,2,0,Deirton,"Fausto Pinheiro, 316",Não,678
682,4 anos atrás,Sem comentário,0.0,Sem feedback,5,3,2,Deirton,"Fausto Pinheiro, 316",Não,679
683,4 meses atrás,Sem comentário,0.0,Sem feedback,5,4,0,Deirton,"Fausto Pinheiro, 316",Não,680
684,5 anos atrás,Sem comentário,0.0,Sem feedback,5,4,0,Deirton,"Fausto Pinheiro, 316",Sim,681
685,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,682
686,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,53,Deirton,"Fausto Pinheiro, 316",Sim,683
687,5 anos atrás,Sem comentário,0.0,Sem feedback,4,12,12,Deirton,"Fausto Pinheiro, 316",Sim,684
688,2 meses atrás,Sem comentário,0.0,Sem feedback,5,20,31,Deirton,"Fausto Pinheiro, 316",Sim,685
689,2 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,686
690,4 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,687
691,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,688
692,um ano atrás,Sem comentário,0.0,Sem feedback,5,3,0,Deirton,"Fausto Pinheiro, 316",Não,689
693,5 anos atrás,Sem comentário,0.0,Sem feedback,4,8,57,Deirton,"Fausto Pinheiro, 316",Sim,690
694,2 anos atrás,Sem comentário,0.0,Sem feedback,5,24,0,Deirton,"Fausto Pinheiro, 316",Sim,691
695,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,692
696,6 anos atrás,Sem comentário,0.0,Sem feedback,4,45,19,Deirton,"Fausto Pinheiro, 316",Sim,693
697,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,694
698,um ano atrás,Sem comentário,0.0,Sem feedback,5,9,4,Deirton,"Fausto Pinheiro, 316",Não,695
699,um ano atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,696
700,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,697
701,6 anos atrás,Sem comentário,0.0,Sem feedback,4,30,15,Deirton,"Fausto Pinheiro, 316",Sim,698
702,3 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,699
703,2 anos atrás,Sem comentário,0.0,Sem feedback,5,8,10,Deirton,"Fausto Pinheiro, 316",Não,700
704,4 anos atrás,Sem comentário,0.0,Sem feedback,4,0,9,Deirton,"Fausto Pinheiro, 316",Não,701
705,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,702
706,4 anos atrás,Sem comentário,0.0,Sem feedback,1,0,0,Deirton,"Fausto Pinheiro, 316",Não,703
707,5 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,704
708,3 anos atrás,Sem comentário,0.0,Sem feedback,4,5,0,Deirton,"Fausto Pinheiro, 316",Sim,705
709,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,706
710,3 anos atrás,Mostrar,0.0,Agradecemos sua ajuda.,5,19,18,Deirton,"Fausto Pinheiro, 316",Sim,707
711,4 meses atrás,Sem comentário,0.0,Sem feedback,3,18,51,Deirton,"Fausto Pinheiro, 316",Sim,708
712,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,709
713,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,710
714,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,258,Deirton,"Fausto Pinheiro, 316",Sim,711
715,2 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,712
716,um ano atrás,Sem comentário,0.0,Sem feedback,5,9,16,Deirton,"Fausto Pinheiro, 316",Sim,713
717,3 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,714
718,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,19,Deirton,"Fausto Pinheiro, 316",Não,715
719,3 anos atrás,Sem comentário,0.0,Sem feedback,5,3,19,Deirton,"Fausto Pinheiro, 316",Sim,716
720,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,717
721,8 meses atrás,Sem comentário,0.0,Sem feedback,5,2,9,Deirton,"Fausto Pinheiro, 316",Não,718
722,3 anos atrás,Sem comentário,0.0,Sem feedback,3,2,0,Deirton,"Fausto Pinheiro, 316",Não,719
723,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,720
724,3 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,721
725,um mês atrás,Sem comentário,0.0,Sem feedback,5,32,23,Deirton,"Fausto Pinheiro, 316",Sim,722
726,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,723
727,4 anos atrás,Sem comentário,0.0,Sem feedback,4,26,3,Deirton,"Fausto Pinheiro, 316",Sim,724
728,9 meses atrás,Sem comentário,0.0,Sem feedback,5,2,0,Deirton,"Fausto Pinheiro, 316",Não,725
729,6 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,726
730,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,727
731,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,2,Deirton,"Fausto Pinheiro, 316",Sim,728
732,3 anos atrás,Sem comentário,0.0,Sem feedback,5,3,0,Deirton,"Fausto Pinheiro, 316",Não,729
733,3 anos atrás,Sem comentário,0.0,Sem feedback,4,2,2,Deirton,"Fausto Pinheiro, 316",Não,730
734,2 anos atrás,Sem comentário,0.0,Sem feedback,1,2,2,Deirton,"Fausto Pinheiro, 316",Não,731
735,um ano atrás,Sem comentário,0.0,Sem feedback,5,28,6,Deirton,"Fausto Pinheiro, 316",Sim,732
736,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,733
737,4 anos atrás,Sem comentário,0.0,Sem feedback,5,3,0,Deirton,"Fausto Pinheiro, 316",Não,734
738,4 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,735
739,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Sim,736
740,4 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,737
741,4 anos atrás,Sem comentário,0.0,Sem feedback,5,10,0,Deirton,"Fausto Pinheiro, 316",Não,738
742,4 anos atrás,Sem comentário,0.0,Sem feedback,4,0,6,Deirton,"Fausto Pinheiro, 316",Não,739
743,11 meses atrás,Sem comentário,0.0,Sem feedback,5,10,8,Deirton,"Fausto Pinheiro, 316",Sim,740
744,4 anos atrás,Sem comentário,0.0,Sem feedback,4,3,0,Deirton,"Fausto Pinheiro, 316",Não,741
745,6 anos atrás,Sem comentário,0.0,Sem feedback,5,2,0,Deirton,"Fausto Pinheiro, 316",Não,742
746,4 meses atrás,Sem comentário,0.0,Sem feedback,5,2,0,Deirton,"Fausto Pinheiro, 316",Não,743
747,4 meses atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,744
748,3 anos atrás,Sem comentário,0.0,Sem feedback,5,3,0,Deirton,"Fausto Pinheiro, 316",Não,745
749,4 anos atrás,Sem comentário,0.0,Sem feedback,4,2,0,Deirton,"Fausto Pinheiro, 316",Não,746
750,7 meses atrás,Sem comentário,0.0,Sem feedback,5,0,2,Deirton,"Fausto Pinheiro, 316",Não,747
751,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,748
752,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,749
753,4 anos atrás,Sem comentário,0.0,Sem feedback,4,2,0,Deirton,"Fausto Pinheiro, 316",Não,750
754,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,4,Deirton,"Fausto Pinheiro, 316",Não,716
755,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,751
756,4 anos atrás,Sem comentário,0.0,Sem feedback,5,11,0,Deirton,"Fausto Pinheiro, 316",Sim,33
757,7 meses atrás,Sem comentário,0.0,Sem feedback,5,2,0,Deirton,"Fausto Pinheiro, 316",Não,752
758,3 anos atrás,Sem comentário,0.0,Sem feedback,5,2,2,Deirton,"Fausto Pinheiro, 316",Não,753
759,4 anos atrás,Sem comentário,0.0,Sem feedback,2,0,0,Deirton,"Fausto Pinheiro, 316",Não,754
760,2 anos atrás,Sem comentário,0.0,Sem feedback,5,3,0,Deirton,"Fausto Pinheiro, 316",Sim,755
761,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,756
762,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,757
763,um ano atrás,Sem comentário,0.0,Sem feedback,1,0,0,Deirton,"Fausto Pinheiro, 316",Não,758
764,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,759
765,2 anos atrás,Sem comentário,0.0,Sem feedback,5,2,0,Deirton,"Fausto Pinheiro, 316",Não,760
766,um ano atrás,Sem comentário,0.0,Sem feedback,5,2,0,Deirton,"Fausto Pinheiro, 316",Não,761
767,4 anos atrás,Sem comentário,0.0,Sem feedback,3,22,5,Deirton,"Fausto Pinheiro, 316",Sim,762
768,4 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,763
769,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,764
770,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,765
771,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,766
772,2 anos atrás,Sem comentário,0.0,Sem feedback,3,2,2,Deirton,"Fausto Pinheiro, 316",Não,767
773,3 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,768
774,2 anos atrás,Sem comentário,0.0,Sem feedback,4,9,8,Deirton,"Fausto Pinheiro, 316",Não,769
775,6 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,770
776,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,771
777,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,772
778,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,773
779,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,774
780,4 anos atrás,Sem comentário,0.0,Sem feedback,1,3,5,Deirton,"Fausto Pinheiro, 316",Não,775
781,3 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,776
782,9 meses atrás,Sem comentário,0.0,Sem feedback,2,0,4,Deirton,"Fausto Pinheiro, 316",Não,777
783,um mês atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,139
784,2 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,778
785,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,779
786,3 anos atrás,Sem comentário,0.0,Sem feedback,5,8,0,Deirton,"Fausto Pinheiro, 316",Não,780
787,4 anos atrás,Sem comentário,0.0,Sem feedback,4,6,26,Deirton,"Fausto Pinheiro, 316",Sim,781
788,um ano atrás,Sem comentário,0.0,Sem feedback,5,2,0,Deirton,"Fausto Pinheiro, 316",Não,782
789,2 anos atrás,Sem comentário,0.0,Sem feedback,5,8,0,Deirton,"Fausto Pinheiro, 316",Não,783
790,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,784
791,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,11,Deirton,"Fausto Pinheiro, 316",Não,785
792,2 anos atrás,Sem comentário,0.0,Sem feedback,5,3,0,Deirton,"Fausto Pinheiro, 316",Não,786
793,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,787
794,4 anos atrás,Sem comentário,0.0,Sem feedback,5,3,0,Deirton,"Fausto Pinheiro, 316",Não,788
0,uma semana atrás,"Ambiente super apertado, aspecto de sujo e alguns funcionários super grosseiros.",0.0,Agradecemos sua ajuda.,1,14,0,Menor preço,"Manoel Luís da Rocha, 87",Não,181
1,um mês atrás,"Muito apertado o local ,mal da pra gente andar com o carrinho de compras ,uma fila pra conseguir pagar",0.0,Agradecemos sua ajuda.,2,8,0,Menor preço,"Manoel Luís da Rocha, 87",Não,9
2,4 anos atrás,Excelente atendimento e um mundo de produtos a preços bastante acessíveis,0.0,Agradecemos sua ajuda.,5,35,9,Menor preço,"Manoel Luís da Rocha, 87",Sim,789
3,4 anos atrás,"Ambiente agradável, bom atendimento, funcionários simpáticos e bem educados ótimo estabelecimento com preços acessíveis.",0.0,Agradecemos sua ajuda.,5,3,0,Menor preço,"Manoel Luís da Rocha, 87",Não,790
4,3 anos atrás,Bom local com preços baixos,1.0,Agradecemos sua ajuda.,5,34,79,Menor preço,"Manoel Luís da Rocha, 87",Sim,278
5,4 anos atrás,Tudo mais barato! Melhor referência para quem quer economizar,0.0,Agradecemos sua ajuda.,5,38,82,Menor preço,"Manoel Luís da Rocha, 87",Sim,217
6,4 anos atrás,Sou cliente a muito tempo... Um lugar com muitas opções em produtos,0.0,Agradecemos sua ajuda.,5,32,14,Menor preço,"Manoel Luís da Rocha, 87",Sim,791
7,5 anos atrás,Foi ótimo e o atendimento é excelente eu gostei muito .,1.0,Agradecemos sua ajuda.,5,4,0,Menor preço,"Manoel Luís da Rocha, 87",Não,792
8,3 anos atrás,"Tem um bom ambiente, e muitos produtos variados com ótimo preço também",0.0,Agradecemos sua ajuda.,4,21,11,Menor preço,"Manoel Luís da Rocha, 87",Sim,72
9,4 anos atrás,Sem comentário,1.0,Agradecemos sua ajuda.,5,61,0,Menor preço,"Manoel Luís da Rocha, 87",Sim,210
10,2 anos atrás,"Preços ótimo , bom atendimento",1.0,Agradecemos sua ajuda.,5,11,0,Menor preço,"Manoel Luís da Rocha, 87",Sim,793
11,4 anos atrás,Bom atendimento e excelentes preços.,0.0,Agradecemos sua ajuda.,4,10,10,Menor preço,"Manoel Luís da Rocha, 87",Sim,160
12,3 anos atrás,"Falta muita coisa, pra ser um mercantil de interior poderia ter mais opções de compra!",0.0,Agradecemos sua ajuda.,1,21,0,Menor preço,"Manoel Luís da Rocha, 87",Não,794
13,um ano atrás,"Atendimento está ficando muito devagar, antes era ótimo mas infelizmente tá piorando!!!",1.0,Agradecemos sua ajuda.,1,8,0,Menor preço,"Manoel Luís da Rocha, 87",Não,47
14,um ano atrás,Uma variedade boa de produtos,0.0,Agradecemos sua ajuda.,5,155,18,Menor preço,"Manoel Luís da Rocha, 87",Sim,795
15,5 anos atrás,Adoro esse mercantil 🍇🍉🍎🍑🍒🍓🍗🍟🥚🥒🍿☕🍬🍭🍾🍪entre outros.,0.0,Agradecemos sua ajuda.,5,3,0,Menor preço,"Manoel Luís da Rocha, 87",Não,224
16,um ano atrás,"Muito bom os preços, mas apesar que um pouco bagunçado e muitos produtos sem o preço na prateleira",0.0,Agradecemos sua ajuda.,4,2,5,Menor preço,"Manoel Luís da Rocha, 87",Não,796
17,3 anos atrás,Adoro fazer compras lá. 😍,0.0,Agradecemos sua ajuda.,5,4,0,Menor preço,"Manoel Luís da Rocha, 87",Não,797
18,2 anos atrás,"Produtos baratos você encontra aqui, no entanto o espaço é muito apertado, e como o supermercado está sempre cheio das a gente se sentir em um formigueiro gigante.",0.0,Agradecemos sua ajuda.,5,10,4,Menor preço,"Manoel Luís da Rocha, 87",Sim,25
19,3 anos atrás,Por que tem uma variedade boa e um bom atendimento.,0.0,Agradecemos sua ajuda.,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,798
20,4 anos atrás,ótimo atendimento,0.0,Agradecemos sua ajuda.,5,57,262,Menor preço,"Manoel Luís da Rocha, 87",Não,299
21,2 anos atrás,Só é caro mais  é  bom,0.0,Agradecemos sua ajuda.,5,10,0,Menor preço,"Manoel Luís da Rocha, 87",Não,799
22,um ano atrás,ÓTIMA! UM ATENDIMENTO NOTA 10 E PREÇOS QUE CABEM NO BOLSO DO CONSUMIDOR.,0.0,Agradecemos sua ajuda.,5,2,2,Menor preço,"Manoel Luís da Rocha, 87",Não,800
23,um ano atrás,Bons preços e bom atendimento...,0.0,Agradecemos sua ajuda.,4,29,43,Menor preço,"Manoel Luís da Rocha, 87",Sim,571
